Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_difference,power_proxy,wear_torque_ratio,temp_stress_index,rpm_torque_interaction,wear_category
0,296.8,307.6,1588,37.6,126,0,0,0,0,0,0,10.800000000000011,59708.8,3.2642487046632125,406.08000000000044,59708.8,1
0,296.8,307.6,1338,44.4,128,0,0,0,0,0,0,10.800000000000011,59407.2,2.8193832599118944,479.5200000000005,59407.2,1
0,296.8,307.6,1513,40.0,130,0,0,0,0,0,0,10.800000000000011,60520.0,3.1707317073170733,432.00000000000045,60520.0,1
1,296.8,307.5,1470,45.9,132,0,0,0,0,0,0,10.699999999999989,67473.0,2.814498933901919,491.1299999999995,67473.0,1
1,296.8,307.5,1516,36.7,135,0,0,0,0,0,0,10.699999999999989,55637.200000000004,3.5809018567639255,392.6899999999996,55637.200000000004,1
0,296.8,307.6,1434,48.3,138,0,0,0,0,0,0,10.800000000000011,69262.2,2.799188640973631,521.6400000000006,69262.2,1
0,296.8,307.6,1368,52.0,140,0,0,0,0,0,0,10.800000000000011,71136.0,2.641509433962264,561.6000000000006,71136.0,1
0,296.8,307.6,1304,48.7,142,0,0,0,0,0,0,10.800000000000011,63504.8,2.8571428571428568,525.9600000000006,63504.8,1
0,296.8,307.6,1398,46.7,144,0,0,0,0,0,0,10.800000000000011,65286.600000000006,3.0188679245283017,504.3600000000006,65286.600000000006,1
0,296.7,307.6,1516,37.4,146,0,0,0,0,0,0,10.900000000000034,56698.4,3.8020833333333335,407.6600000000013,56698.4,1
0,296.7,307.6,1474,41.7,148,0,0,0,0,0,0,10.900000000000034,61465.8,3.4660421545667446,454.53000000000145,61465.8,1
1,296.7,307.6,1547,34.7,150,0,0,0,0,0,0,10.900000000000034,53680.9,4.201680672268907,378.2300000000012,53680.9,1
1,296.6,307.5,1482,39.9,153,0,0,0,0,0,0,10.899999999999977,59131.799999999996,3.740831295843521,434.90999999999906,59131.799999999996,2
0,296.6,307.4,1436,42.8,156,0,0,0,0,0,0,10.799999999999955,61460.799999999996,3.5616438356164384,462.239999999998,61460.799999999996,2
0,296.6,307.3,1474,40.0,158,0,0,0,0,0,0,10.699999999999989,58960.0,3.8536585365853657,427.99999999999955,58960.0,2
0,296.5,307.2,1481,38.2,160,0,0,0,0,0,0,10.699999999999989,56574.200000000004,4.081632653061225,408.7399999999996,56574.200000000004,2
0,296.5,307.3,1501,42.1,162,0,0,0,0,0,0,10.800000000000011,63192.1,3.7587006960556844,454.6800000000005,63192.1,2
0,296.5,307.3,1566,37.2,164,0,0,0,0,0,0,10.800000000000011,58255.200000000004,4.293193717277487,401.76000000000045,58255.200000000004,2
0,296.5,307.3,1579,34.5,166,0,0,0,0,0,0,10.800000000000011,54475.5,4.676056338028169,372.60000000000036,54475.5,2
0,296.6,307.4,1631,35.0,168,0,0,0,0,0,0,10.799999999999955,57085.0,4.666666666666667,377.9999999999984,57085.0,2
1,296.6,307.4,1544,42.3,170,0,0,0,0,0,0,10.799999999999955,65311.2,3.9260969976905313,456.83999999999804,65311.2,2
0,296.6,307.4,1521,38.6,173,0,0,0,0,0,0,10.799999999999955,58710.6,4.3686868686868685,416.87999999999823,58710.6,2
0,296.6,307.4,1616,28.0,175,0,0,0,0,0,0,10.799999999999955,45248.0,6.0344827586206895,302.3999999999987,45248.0,2
2,296.6,307.4,1333,50.2,177,0,0,0,0,0,0,10.799999999999955,66916.6,3.45703125,542.1599999999977,66916.6,2
1,296.7,307.4,1533,32.5,182,0,0,0,0,0,0,10.699999999999989,49822.5,5.432835820895522,347.74999999999966,49822.5,2
0,296.6,307.4,1368,45.1,185,0,0,0,0,0,0,10.799999999999955,61696.8,4.0130151843817785,487.07999999999794,61696.8,2
0,296.6,307.4,1465,47.8,187,0,0,0,0,0,0,10.799999999999955,70027.0,3.8319672131147544,516.2399999999978,70027.0,2
2,296.6,307.4,1406,41.5,189,0,0,0,0,0,0,10.799999999999955,58349.0,4.447058823529412,448.1999999999981,58349.0,2
1,296.5,307.4,1565,43.5,194,0,0,0,0,0,0,10.899999999999977,68077.5,4.359550561797753,474.149999999999,68077.5,2
0,296.6,307.5,1582,37.9,197,0,0,0,0,0,0,10.899999999999977,59957.799999999996,5.06426735218509,413.1099999999991,59957.799999999996,2
0,296.6,307.5,1439,45.5,199,0,0,0,0,0,0,10.899999999999977,65474.5,4.279569892473118,495.94999999999897,65474.5,2
1,296.6,307.5,1566,35.0,201,0,0,0,0,0,0,10.899999999999977,54810.0,5.583333333333333,381.4999999999992,54810.0,2
0,296.6,307.5,1485,42.7,204,0,0,0,0,0,0,10.899999999999977,63409.50000000001,4.668192219679634,465.42999999999904,63409.50000000001,2
0,296.5,307.5,1566,35.1,206,0,0,0,0,0,0,11.0,54966.600000000006,5.706371191135734,386.1,54966.600000000006,2
0,296.3,307.3,1439,41.5,208,0,0,0,0,0,0,11.0,59718.5,4.894117647058824,456.5,59718.5,2
1,296.4,307.4,1416,50.0,210,0,0,0,0,0,0,11.0,70800.0,4.117647058823529,550.0,70800.0,2
0,296.4,307.4,2833,5.6,213,1,0,0,1,0,0,11.0,15864.8,32.27272727272727,61.599999999999994,15864.8,2
0,296.3,307.4,1465,47.1,215,0,0,0,0,0,0,11.099999999999966,69001.5,4.46985446985447,522.8099999999984,69001.5,2
2,296.4,307.4,1586,35.5,0,0,0,0,0,0,0,11.0,56303.0,0.0,390.5,56303.0,-1
0,296.3,307.3,1567,31.4,5,0,0,0,0,0,0,11.0,49203.799999999996,0.154320987654321,345.4,49203.799999999996,0
1,296.2,307.2,1389,48.6,7,0,0,0,0,0,0,11.0,67505.40000000001,0.1411290322580645,534.6,67505.40000000001,0
1,296.3,307.3,1368,49.5,10,0,0,0,0,0,0,11.0,67716.0,0.19801980198019803,544.5,67716.0,0
0,296.3,307.3,1444,49.0,13,0,0,0,0,0,0,11.0,70756.0,0.26,539.0,70756.0,0
1,296.3,307.3,1498,41.6,15,0,0,0,0,0,0,11.0,62316.8,0.352112676056338,457.6,62316.8,0
0,296.1,307.2,1615,30.8,18,0,0,0,0,0,0,11.099999999999966,49742.0,0.5660377358490566,341.879999999999,49742.0,0
0,296.1,307.1,1898,22.7,20,0,0,0,0,0,0,11.0,43084.6,0.8438818565400844,249.7,43084.6,0
1,296.1,307.1,1350,53.3,22,0,0,0,0,0,0,11.0,71955.0,0.40515653775322286,586.3,71955.0,0
1,296.2,307.0,1516,37.6,25,0,0,0,0,0,0,10.800000000000011,57001.6,0.6476683937823834,406.08000000000044,57001.6,0
2,296.2,307.0,1542,40.6,28,0,0,0,0,0,0,10.800000000000011,62605.200000000004,0.673076923076923,438.4800000000005,62605.200000000004,0
2,296.1,306.9,1541,32.6,33,0,0,0,0,0,0,10.799999999999955,50236.600000000006,0.9821428571428571,352.0799999999985,50236.600000000006,0
1,296.1,306.9,1951,23.3,38,0,0,0,0,0,0,10.799999999999955,45458.3,1.5637860082304527,251.63999999999893,45458.3,0
2,296.1,306.8,1645,31.0,41,0,0,0,0,0,0,10.699999999999989,50995.0,1.28125,331.69999999999965,50995.0,0
0,296.0,306.7,1416,44.2,46,0,0,0,0,0,0,10.699999999999989,62587.200000000004,1.0176991150442478,472.93999999999954,62587.200000000004,0
1,296.0,306.7,2044,22.3,48,0,0,0,0,0,0,10.699999999999989,45581.200000000004,2.060085836909871,238.60999999999976,45581.200000000004,0
0,295.9,306.6,1414,50.2,51,0,0,0,0,0,0,10.700000000000045,70982.8,0.99609375,537.1400000000023,70982.8,1
0,295.9,306.6,1678,26.7,53,0,0,0,0,0,0,10.700000000000045,44802.6,1.9133574007220218,285.6900000000012,44802.6,1
2,295.9,306.5,1594,33.2,55,0,0,0,0,0,0,10.600000000000023,52920.8,1.608187134502924,351.9200000000008,52920.8,1
1,295.8,306.5,1514,37.7,60,0,0,0,0,0,0,10.699999999999989,57077.8,1.5503875968992247,403.3899999999996,57077.8,1
0,295.8,306.5,1358,49.2,63,0,0,0,0,0,0,10.699999999999989,66813.6,1.254980079681275,526.4399999999995,66813.6,1
0,295.8,306.4,1325,56.2,65,0,0,0,0,0,0,10.599999999999966,74465.0,1.1363636363636362,595.7199999999981,74465.0,1
0,295.8,306.4,1339,53.2,67,0,0,0,0,0,0,10.599999999999966,71234.8,1.2361623616236161,563.9199999999983,71234.8,1
1,295.8,306.4,1335,51.7,69,0,0,0,0,0,0,10.599999999999966,69019.5,1.3092979127134725,548.0199999999983,69019.5,1
0,295.9,306.4,1892,21.7,72,0,0,0,0,0,0,10.5,41056.4,3.1718061674008813,227.85,41056.4,1
0,295.9,306.4,1575,28.5,74,0,0,0,0,0,0,10.5,44887.5,2.5084745762711864,299.25,44887.5,1
1,295.8,306.3,1444,45.5,76,0,0,0,0,0,0,10.5,65702.0,1.6344086021505377,477.75,65702.0,1
0,295.7,306.3,1915,22.4,79,0,0,0,0,0,0,10.600000000000023,42896.0,3.376068376068376,237.44000000000048,42896.0,1
1,295.6,306.2,1584,33.6,81,0,0,0,0,0,0,10.599999999999966,53222.4,2.3410404624277454,356.1599999999989,53222.4,1
1,295.7,306.3,1685,34.9,84,0,0,0,0,0,0,10.600000000000023,58806.5,2.33983286908078,369.9400000000008,58806.5,1
0,295.8,306.3,1337,54.6,87,0,0,0,0,0,0,10.5,73000.2,1.564748201438849,573.3000000000001,73000.2,1
1,295.8,306.3,1235,76.2,89,1,0,0,1,0,0,10.5,94107.0,1.1528497409326424,800.1,94107.0,1
0,295.7,306.2,1464,46.2,92,0,0,0,0,0,0,10.5,67636.8,1.9491525423728813,485.1,67636.8,1
1,295.7,306.2,1739,25.9,94,0,0,0,0,0,0,10.5,45040.1,3.4944237918215615,271.95,45040.1,1
0,295.7,306.3,1490,34.3,97,0,0,0,0,0,0,10.600000000000023,51106.99999999999,2.747875354107649,363.5800000000007,51106.99999999999,1
0,295.8,306.4,1356,48.0,99,0,0,0,0,0,0,10.599999999999966,65088.0,2.020408163265306,508.79999999999836,65088.0,1
0,295.7,306.2,1397,52.0,101,0,0,0,0,0,0,10.5,72644.0,1.9056603773584906,546.0,72644.0,1
0,295.7,306.2,1458,40.6,103,0,0,0,0,0,0,10.5,59194.8,2.4759615384615383,426.3,59194.8,1
2,295.7,306.2,2161,16.5,105,0,0,0,0,0,0,10.5,35656.5,6.0,173.25,35656.5,1
1,295.6,306.1,1651,28.1,110,0,0,0,0,0,0,10.5,46393.100000000006,3.7800687285223367,295.05,46393.100000000006,1
0,295.6,306.1,1389,46.2,113,0,0,0,0,0,0,10.5,64171.8,2.3940677966101696,485.1,64171.8,1
0,295.6,306.0,1370,52.4,115,0,0,0,0,0,0,10.399999999999977,71788.0,2.153558052434457,544.9599999999988,71788.0,1
0,295.7,306.1,1408,47.9,117,0,0,0,0,0,0,10.400000000000034,67443.2,2.392638036809816,498.1600000000016,67443.2,1
0,295.7,306.1,1343,54.4,119,0,0,0,0,0,0,10.400000000000034,73059.2,2.148014440433213,565.7600000000018,73059.2,1
1,295.7,306.2,1423,42.5,121,0,0,0,0,0,0,10.5,60477.5,2.781609195402299,446.25,60477.5,1
0,295.6,306.2,1426,48.6,124,0,0,0,0,0,0,10.599999999999966,69303.6,2.5,515.1599999999984,69303.6,1
1,295.6,306.2,1435,51.6,126,0,0,0,0,0,0,10.599999999999966,74046.0,2.3954372623574143,546.9599999999982,74046.0,1
0,295.5,306.1,1573,35.1,129,0,0,0,0,0,0,10.600000000000023,55212.3,3.5734072022160666,372.0600000000008,55212.3,1
0,295.6,306.2,1612,31.2,131,0,0,0,0,0,0,10.599999999999966,50294.4,4.068322981366459,330.71999999999895,50294.4,1
0,295.6,306.2,1446,49.9,133,0,0,0,0,0,0,10.599999999999966,72155.4,2.612966601178782,528.9399999999982,72155.4,1
2,295.6,306.2,1329,55.3,135,0,0,0,0,0,0,10.599999999999966,73493.7,2.3978685612788633,586.1799999999981,73493.7,1
0,295.6,306.2,1569,35.1,140,0,0,0,0,0,0,10.599999999999966,55071.9,3.8781163434903045,372.0599999999988,55071.9,1
2,295.6,306.1,1256,62.3,142,0,0,0,0,0,0,10.5,78248.8,2.2432859399684046,654.15,78248.8,1
0,295.6,306.1,1383,48.7,147,0,0,0,0,0,0,10.5,67352.1,2.957746478873239,511.35,67352.1,1
0,295.7,306.2,2270,14.6,149,1,0,0,1,0,0,10.5,33142.0,9.551282051282051,153.29999999999998,33142.0,1
2,295.7,306.2,1458,49.8,151,0,0,0,0,0,0,10.5,72608.4,2.97244094488189,522.9,72608.4,2
0,295.6,306.1,1474,41.2,156,0,0,0,0,0,0,10.5,60728.8,3.696682464454976,432.6,60728.8,2
1,295.6,306.1,1462,49.2,158,0,0,0,0,0,0,10.5,71930.40000000001,3.147410358565737,516.6,71930.40000000001,2
1,295.6,306.1,1669,29.0,161,0,0,0,0,0,0,10.5,48401.0,5.366666666666666,304.5,48401.0,2
1,295.5,306.1,1822,24.3,164,0,0,0,0,0,0,10.600000000000023,44274.6,6.482213438735178,257.58000000000055,44274.6,2
0,295.5,306.0,1456,39.2,167,0,0,0,0,0,0,10.5,57075.200000000004,4.154228855721393,411.6,57075.200000000004,2
0,295.5,306.0,1546,35.9,169,0,0,0,0,0,0,10.5,55501.399999999994,4.579945799457994,376.95,55501.399999999994,2
1,295.6,306.1,1490,42.7,171,0,0,0,0,0,0,10.5,63623.00000000001,3.913043478260869,448.35,63623.00000000001,2
0,295.6,306.0,1569,40.4,174,0,0,0,0,0,0,10.399999999999977,63387.6,4.202898550724638,420.15999999999906,63387.6,2
0,295.5,306.0,1621,29.5,176,0,0,0,0,0,0,10.5,47819.5,5.770491803278689,309.75,47819.5,2
1,295.4,305.9,1518,40.6,178,0,0,0,0,0,0,10.5,61630.8,4.278846153846153,426.3,61630.8,2
1,295.4,305.8,1526,38.2,181,0,0,0,0,0,0,10.400000000000034,58293.200000000004,4.61734693877551,397.28000000000134,58293.200000000004,2
1,295.3,305.8,1589,36.2,184,0,0,0,0,0,0,10.5,57521.8,4.946236559139785,380.1,57521.8,2
0,295.3,305.7,1475,51.0,187,0,0,0,0,0,0,10.399999999999977,75225.0,3.5961538461538463,530.3999999999988,75225.0,2
1,295.3,305.7,1473,38.5,189,0,0,0,0,0,0,10.399999999999977,56710.5,4.784810126582278,400.3999999999991,56710.5,2
0,295.4,305.8,1407,50.7,192,0,0,0,0,0,0,10.400000000000034,71334.90000000001,3.713733075435203,527.2800000000018,71334.90000000001,2
1,295.5,305.9,1518,44.1,194,0,0,0,0,0,0,10.399999999999977,66943.8,4.301552106430155,458.639999999999,66943.8,2
2,295.5,305.9,1593,37.2,197,0,0,0,0,0,0,10.399999999999977,59259.600000000006,5.157068062827225,386.8799999999992,59259.600000000006,2
1,295.5,305.9,1380,52.4,202,0,0,0,0,0,0,10.399999999999977,72312.0,3.7827715355805243,544.9599999999988,72312.0,2
1,295.5,306.0,1423,45.3,205,0,0,0,0,0,0,10.5,64461.899999999994,4.427645788336934,475.65,64461.899999999994,2
0,295.5,306.0,1800,27.6,208,0,0,0,0,0,0,10.5,49680.0,7.2727272727272725,289.8,49680.0,2
2,295.6,306.1,1623,30.9,210,0,0,0,0,0,0,10.5,50150.7,6.58307210031348,324.45,50150.7,2
0,295.6,306.1,1372,55.6,215,1,0,0,0,1,0,10.5,76283.2,3.7985865724381624,583.8000000000001,76283.2,2
2,295.6,306.0,1396,52.4,0,0,0,0,0,0,0,10.399999999999977,73150.4,0.0,544.9599999999988,73150.4,-1
0,295.6,306.0,1949,21.9,5,0,0,0,0,0,0,10.399999999999977,42683.1,0.2183406113537118,227.75999999999948,42683.1,0
0,295.6,306.0,1419,51.1,7,0,0,0,0,0,0,10.399999999999977,72510.90000000001,0.1343570057581574,531.4399999999988,72510.90000000001,0
1,295.5,305.9,1453,47.3,9,0,0,0,0,0,0,10.399999999999977,68726.9,0.1863354037267081,491.9199999999989,68726.9,0
0,295.5,305.9,1542,36.2,12,0,0,0,0,0,0,10.399999999999977,55820.4,0.3225806451612903,376.4799999999992,55820.4,0
0,295.6,306.0,1363,50.0,14,0,0,0,0,0,0,10.399999999999977,68150.0,0.27450980392156865,519.9999999999989,68150.0,0
0,295.5,306.0,1597,37.2,16,0,0,0,0,0,0,10.5,59408.4,0.41884816753926696,390.6,59408.4,0
1,295.5,306.0,1326,50.8,18,0,0,0,0,0,0,10.5,67360.8,0.3474903474903475,533.4,67360.8,0
1,295.5,306.0,1641,36.6,21,0,0,0,0,0,0,10.5,60060.600000000006,0.5585106382978723,384.3,60060.600000000006,0
1,295.6,306.1,1418,46.2,24,0,0,0,0,0,0,10.5,65511.600000000006,0.5084745762711864,485.1,65511.600000000006,0
0,295.6,306.2,1263,61.8,27,0,0,0,0,0,0,10.599999999999966,78053.4,0.4299363057324841,655.0799999999979,78053.4,0
0,295.6,306.2,1823,25.8,29,0,0,0,0,0,0,10.599999999999966,47033.4,1.0820895522388059,273.4799999999991,47033.4,0
0,295.5,306.1,1488,40.7,31,0,0,0,0,0,0,10.600000000000023,60561.600000000006,0.7434052757793764,431.420000000001,60561.600000000006,0
0,295.6,306.2,1443,48.9,33,0,0,0,0,0,0,10.599999999999966,70562.7,0.6613226452905812,518.3399999999983,70562.7,0
0,295.6,306.2,1650,28.2,35,0,0,0,0,0,0,10.599999999999966,46530.0,1.1986301369863015,298.91999999999905,46530.0,0
1,295.7,306.3,1462,44.3,37,0,0,0,0,0,0,10.600000000000023,64766.6,0.8167770419426049,469.58000000000095,64766.6,0
1,295.6,306.2,1477,45.0,40,0,0,0,0,0,0,10.599999999999966,66465.0,0.8695652173913043,476.99999999999847,66465.0,0
1,295.7,306.3,1712,28.5,43,0,0,0,0,0,0,10.600000000000023,48792.0,1.4576271186440677,302.10000000000065,48792.0,0
1,295.7,306.3,1347,50.4,46,0,0,0,0,0,0,10.600000000000023,67888.8,0.8949416342412452,534.2400000000011,67888.8,0
0,295.6,306.2,1287,54.8,49,0,0,0,0,0,0,10.599999999999966,70527.59999999999,0.878136200716846,580.8799999999981,70527.59999999999,0
0,295.6,306.2,1428,44.5,51,0,0,0,0,0,0,10.599999999999966,63546.0,1.120879120879121,471.69999999999845,63546.0,1
1,295.6,306.3,1426,45.5,53,0,0,0,0,0,0,10.699999999999989,64883.0,1.1397849462365592,486.84999999999945,64883.0,1
0,295.6,306.3,1636,32.7,56,0,0,0,0,0,0,10.699999999999989,53497.200000000004,1.661721068249258,349.88999999999965,53497.200000000004,1
0,295.6,306.2,1424,42.5,58,0,0,0,0,0,0,10.599999999999966,60520.0,1.3333333333333333,450.4999999999985,60520.0,1
2,295.6,306.3,1509,35.8,60,0,0,0,0,0,0,10.699999999999989,54022.2,1.6304347826086958,383.05999999999955,54022.2,1
0,295.5,306.2,1448,48.9,65,0,0,0,0,0,0,10.699999999999989,70807.2,1.3026052104208417,523.2299999999994,70807.2,1
0,295.5,306.1,1650,32.8,67,0,0,0,0,0,0,10.600000000000023,54119.99999999999,1.9822485207100593,347.6800000000007,54119.99999999999,1
2,295.6,306.2,1414,42.5,69,0,0,0,0,0,0,10.599999999999966,60095.0,1.5862068965517242,450.4999999999985,60095.0,1
0,295.6,306.3,1911,20.9,74,0,0,0,0,0,0,10.699999999999989,39939.899999999994,3.3789954337899544,223.62999999999974,39939.899999999994,1
2,295.6,306.2,1632,32.2,76,0,0,0,0,0,0,10.599999999999966,52550.4,2.2891566265060237,341.3199999999989,52550.4,1
1,295.7,306.4,1387,40.1,81,0,0,0,0,0,0,10.699999999999989,55618.700000000004,1.9708029197080292,429.06999999999954,55618.700000000004,1
0,295.8,306.4,1399,47.6,84,0,0,0,0,0,0,10.599999999999966,66592.40000000001,1.728395061728395,504.5599999999984,66592.40000000001,1
0,295.8,306.5,1505,35.2,86,0,0,0,0,0,0,10.699999999999989,52976.00000000001,2.3756906077348066,376.63999999999965,52976.00000000001,1
0,295.8,306.5,1534,37.9,88,0,0,0,0,0,0,10.699999999999989,58138.6,2.2622107969151672,405.5299999999996,58138.6,1
0,295.8,306.5,1493,40.5,90,0,0,0,0,0,0,10.699999999999989,60466.5,2.1686746987951806,433.34999999999957,60466.5,1
1,295.8,306.6,1480,43.2,92,0,0,0,0,0,0,10.800000000000011,63936.00000000001,2.0814479638009047,466.5600000000005,63936.00000000001,1
0,295.8,306.6,1621,31.6,95,0,0,0,0,0,0,10.800000000000011,51223.600000000006,2.914110429447853,341.28000000000037,51223.600000000006,1
0,295.7,306.5,1737,26.2,97,0,0,0,0,0,0,10.800000000000011,45509.4,3.5661764705882355,282.96000000000026,45509.4,1
0,295.8,306.6,1508,46.5,99,0,0,0,0,0,0,10.800000000000011,70122.0,2.0842105263157893,502.2000000000005,70122.0,1
1,295.8,306.5,1641,32.2,101,0,0,0,0,0,0,10.699999999999989,52840.200000000004,3.042168674698795,344.5399999999997,52840.200000000004,1
1,295.9,306.6,1532,38.6,104,0,0,0,0,0,0,10.700000000000045,59135.200000000004,2.6262626262626263,413.02000000000174,59135.200000000004,1
0,295.9,306.7,1547,40.9,107,0,0,0,0,0,0,10.800000000000011,63272.299999999996,2.5536992840095465,441.7200000000004,63272.299999999996,1
0,295.9,306.6,1412,41.0,109,0,0,0,0,0,0,10.700000000000045,57892.0,2.5952380952380953,438.70000000000186,57892.0,1
0,295.8,306.5,1568,35.1,111,0,0,0,0,0,0,10.699999999999989,55036.8,3.074792243767313,375.5699999999996,55036.8,1
0,295.9,306.6,1557,41.1,113,0,0,0,0,0,0,10.700000000000045,63992.700000000004,2.684085510688836,439.77000000000186,63992.700000000004,1
0,295.8,306.6,1644,35.2,115,0,0,0,0,0,0,10.800000000000011,57868.8,3.176795580110497,380.1600000000004,57868.8,1
0,295.9,306.6,1679,30.4,117,0,0,0,0,0,0,10.700000000000045,51041.6,3.726114649681529,325.2800000000014,51041.6,1
0,296.0,306.6,1511,35.2,119,0,0,0,0,0,0,10.600000000000023,53187.200000000004,3.2872928176795577,373.12000000000086,53187.200000000004,1
1,296.0,306.6,1628,36.8,121,0,0,0,0,0,0,10.600000000000023,59910.399999999994,3.2010582010582014,390.0800000000008,59910.399999999994,1
1,296.0,306.6,1392,51.3,124,0,0,0,0,0,0,10.600000000000023,71409.59999999999,2.37093690248566,543.7800000000011,71409.59999999999,1
0,296.0,306.7,1917,21.0,127,0,0,0,0,0,0,10.699999999999989,40257.0,5.7727272727272725,224.69999999999976,40257.0,1
1,296.2,306.8,1526,42.3,129,0,0,0,0,0,0,10.600000000000023,64549.799999999996,2.9792147806004623,448.3800000000009,64549.799999999996,1
0,296.2,306.8,1389,53.3,132,0,0,0,0,0,0,10.600000000000023,74033.7,2.430939226519337,564.9800000000012,74033.7,1
0,296.1,306.7,1409,42.8,134,0,0,0,0,0,0,10.599999999999966,60305.2,3.0593607305936077,453.67999999999853,60305.2,1
0,296.2,306.8,1655,31.1,136,0,0,0,0,0,0,10.600000000000023,51470.5,4.2367601246105915,329.6600000000007,51470.5,1
0,296.2,306.9,1516,39.1,138,0,0,0,0,0,0,10.699999999999989,59275.6,3.4413965087281793,418.36999999999955,59275.6,1
0,296.2,306.9,1526,34.9,140,0,0,0,0,0,0,10.699999999999989,53257.4,3.8997214484679668,373.4299999999996,53257.4,1
0,296.3,307.1,1419,48.6,142,0,0,0,0,0,0,10.800000000000011,68963.40000000001,2.8629032258064515,524.8800000000006,68963.40000000001,1
0,296.4,307.2,1748,25.3,144,0,0,0,0,0,0,10.800000000000011,44224.4,5.475285171102661,273.2400000000003,44224.4,1
2,296.4,307.1,1638,32.5,146,0,0,0,0,0,0,10.700000000000045,53235.0,4.358208955223881,347.7500000000015,53235.0,1
1,296.3,307.1,1534,33.8,151,0,0,0,0,0,0,10.800000000000011,51849.2,4.339080459770115,365.04000000000036,51849.2,2
2,296.3,307.1,1774,25.9,154,0,0,0,0,0,0,10.800000000000011,45946.6,5.724907063197026,279.72000000000025,45946.6,2
1,296.2,307.0,2119,18.3,159,0,0,0,0,0,0,10.800000000000011,38777.700000000004,8.238341968911916,197.6400000000002,38777.700000000004,2
0,296.2,307.0,1414,48.3,162,0,0,0,0,0,0,10.800000000000011,68296.2,3.286004056795132,521.6400000000006,68296.2,2
1,296.1,307.0,1523,42.0,164,0,0,0,0,0,0,10.899999999999977,63966.0,3.813953488372093,457.79999999999905,63966.0,2
0,296.1,307.1,1651,35.7,167,0,0,0,0,0,0,11.0,58940.700000000004,4.5504087193460485,392.70000000000005,58940.700000000004,2
1,296.1,307.1,1485,36.0,169,0,0,0,0,0,0,11.0,53460.0,4.5675675675675675,396.0,53460.0,2
1,296.2,307.2,1168,63.4,172,0,0,0,0,0,0,11.0,74051.2,2.670807453416149,697.4,74051.2,2
0,296.3,307.3,1566,35.8,175,0,0,0,0,0,0,11.0,56062.799999999996,4.755434782608696,393.79999999999995,56062.799999999996,2
1,296.3,307.2,1286,51.1,177,0,0,0,0,0,0,10.899999999999977,65714.6,3.3973128598848366,556.9899999999989,65714.6,2
1,296.3,307.2,1446,45.9,180,0,0,0,0,0,0,10.899999999999977,66371.4,3.837953091684435,500.3099999999989,66371.4,2
1,296.4,307.2,2071,19.4,183,0,0,0,0,0,0,10.800000000000011,40177.399999999994,8.970588235294118,209.5200000000002,40177.399999999994,2
0,296.3,307.1,1560,33.2,186,0,0,0,0,0,0,10.800000000000011,51792.00000000001,5.438596491228069,358.5600000000004,51792.00000000001,2
0,296.3,307.1,1654,29.6,188,0,0,0,0,0,0,10.800000000000011,48958.4,6.143790849673202,319.68000000000035,48958.4,2
0,296.3,307.1,1662,32.9,190,0,0,0,0,0,0,10.800000000000011,54679.799999999996,5.6047197640118,355.32000000000033,54679.799999999996,2
0,296.3,307.2,1646,35.0,192,0,0,0,0,0,0,10.899999999999977,57610.0,5.333333333333333,381.4999999999992,57610.0,2
0,296.2,307.1,1444,46.7,194,0,0,0,0,0,0,10.900000000000034,67434.8,4.067085953878406,509.0300000000016,67434.8,2
2,296.3,307.2,1424,42.0,196,0,0,0,0,0,0,10.899999999999977,59808.0,4.558139534883721,457.79999999999905,59808.0,2
0,296.2,307.2,1382,52.0,201,0,0,0,0,0,0,11.0,71864.0,3.792452830188679,572.0,71864.0,2
0,296.2,307.1,1413,53.4,203,0,0,0,0,0,0,10.900000000000034,75454.2,3.731617647058824,582.0600000000018,75454.2,2
1,296.2,307.2,1633,31.1,0,0,0,0,0,0,0,11.0,50786.3,0.0,342.1,50786.3,-1
0,296.2,307.1,1441,41.7,3,0,0,0,0,0,0,10.900000000000034,60089.700000000004,0.0702576112412178,454.53000000000145,60089.700000000004,0
1,296.2,307.2,1385,44.0,5,0,0,0,0,0,0,11.0,60940.0,0.1111111111111111,484.0,60940.0,0
1,296.2,307.2,1552,34.8,8,0,0,0,0,0,0,11.0,54009.6,0.223463687150838,382.79999999999995,54009.6,0
1,296.2,307.3,1451,42.8,11,0,0,0,0,0,0,11.100000000000023,62102.799999999996,0.25114155251141557,475.08000000000095,62102.799999999996,0
1,296.1,307.1,1433,38.5,14,0,0,0,0,0,0,11.0,55170.5,0.35443037974683544,423.5,55170.5,0
1,296.1,307.2,1619,29.7,17,0,0,0,0,0,0,11.099999999999966,48084.299999999996,0.5537459283387622,329.669999999999,48084.299999999996,0
0,296.2,307.2,1445,41.8,20,0,0,0,0,0,0,11.0,60400.99999999999,0.4672897196261683,459.79999999999995,60400.99999999999,0
0,296.2,307.2,1356,43.6,22,0,0,0,0,0,0,11.0,59121.6,0.49327354260089684,479.6,59121.6,0
1,296.3,307.2,1319,68.3,24,1,0,0,1,0,0,10.899999999999977,90087.7,0.34632034632034636,744.4699999999984,90087.7,0
0,296.3,307.2,1637,31.6,27,0,0,0,0,0,0,10.899999999999977,51729.200000000004,0.8282208588957055,344.4399999999993,51729.200000000004,0
